first_name,last_name,price,above_100
Martin,Garrett,147.067056,true
Terri,Hayes,167.360967,true
Adam,Huang,260.840936,true
Carolyn,Garner,104.410654,true
Lisa,Lee,130.220251,true
Rodney,Escobar,8.711600,false
Michael,Johnson,144.545006,true
Michelle,DVM,55.948229,false
John,Dunn,81.543698,false
Terry,Pierce,297.866182,true
David,Buck,258.791090,true
Jennifer,Newman,149.309636,true
Cynthia,Lee,246.593420,true
Sylvia,Clark,299.525235,true
Joseph,Taylor,86.082850,false
Kathleen,Barton,37.421809,false
Michael,Jr.,52.863410,false
Eric,Benson,172.196722,true
Curtis,Butler,44.513221,false
Brittany,Le,51.048789,false
Jeremiah,Sims,101.161794,true
David,Davis,290.422755,true
Tiffany,Bond,181.489548,true
Patricia,Chen,61.600595,false
William,Crawford,181.760375,true
Christina,Roberts,29.286801,false
Jerome,Scott,232.144134,true
Jeffery,Walker,272.084028,true
Todd,Alvarez,212.173363,true
John,Henry,223.991186,true
James,Miles,156.367578,true
Michael,Downs,31.197206,false
Kayla,Wheeler,6.095911,false
Charles,Martin,161.275229,true
Harold,Bennett,135.042355,true
Michael,Swanson,200.392353,true
Janet,Mcdonald,79.803537,false
Brett,Willis,244.406412,true
Jacob,Smith,27.923229,false
Alexa,Webb,167.568859,true
Louis,Klein,40.122000,false
Tony,Yu,15.742386,false
Lisa,Goodman,121.078410,true
Kimberly,Hernandez,36.973523,false
Phillip,Friedman,145.841831,true
Brian,Lam,2.900394,false
Kristin,Wilkins,251.851029,true
Joshua,Lynch,188.878111,true
Blake,Mclaughlin,276.651216,true
Billy,Olsen,10.004807,false
Shawn,Brock,179.615809,true
Danielle,Jones,222.695208,true
Jim,Gomez,60.129197,false
Sabrina,Henderson,178.745385,true
David,Pennington,245.318401,true
Deborah,Williams,137.015971,true
Stephanie,Bowman,227.004720,true
Joseph,Frazier,176.453302,true
Ryan,Mclaughlin,249.864376,true
Tony,Hall,135.855096,true
Timothy,Martin,289.265364,true
John,Obrien,261.848122,true
Barbara,Johnson,53.805895,false
Brandon,Marshall,139.847783,true
Carrie,Miller,11.555509,false
Samantha,Dean,261.619341,true
Jamie,Wilson,87.749324,false
Carlos,Acosta,236.603530,true
Amy,Bennett,228.749458,true
Dominique,Wells,116.643595,true
Sarah,Bright,237.516078,true
Michael,Barton,111.588339,true
Rebecca,Anderson,172.306264,true
Megan,Riggs,31.415425,false
Whitney,Andrews,44.117699,false
Catherine,Jones,127.013512,true
William,Andrews,236.218076,true
Kathleen,Edwards,158.323954,true
Roger,Frost,220.468887,true
Justin,Johnson,255.849161,true
Valerie,Young,265.170258,true
Samantha,Perez,239.946980,true
Devin,Allen,72.158338,false
Stephanie,Little,238.923873,true
Melanie,Miller,27.507048,false
Erica,Beck,2.408526,false
Toni,Dunn,168.373362,true
Eric,Dunn,211.897589,true
David,Jackson,169.355053,true
Melanie,Gates,94.666290,false
Heather,Pierce,17.410620,false
Jordan,Lewis,153.014617,true
Michele,Johnson,255.714980,true
Samantha,Ryan,249.492526,true
Christopher,Hudson,201.999752,true
Zachary,Williams,106.599216,true
Donna,Davis,66.728800,false
Jordan,Erickson,237.772075,true
Christopher,Nolan,88.742783,false
Evelyn,Hanna,11.364588,false
Jason,Johnson,250.231470,true
Barbara,Caldwell,224.711585,true
Ronald,Huff,7.220543,false
Holly,Norris,216.230511,true
Derrick,Carter,11.837913,false
Kenneth,Golden,285.850817,true
Grace,Edwards,70.086558,false
Jonathan,Rios,57.712597,false
Mackenzie,Miller,265.594173,true
Tammy,Taylor,138.855986,true
Reginald,King,207.330561,true
Matthew,Fletcher,130.559161,true
Elizabeth,Jordan,177.712436,true
Sally,Santiago,45.119030,false
James,Johnson,12.895735,false
Jason,Saunders,242.843739,true
Carol,Hernandez,4.624371,false
Kendra,Dawson,291.521270,true
James,DDS,58.426981,false
Michael,Stokes,25.518866,false
Jeffrey,Martinez,147.690379,true
Joseph,Bell,102.987428,true
Pamela,Black,140.719389,true
Robert,Jordan,100.471101,true
Kathy,Baker,263.551190,true
Brian,Bailey,115.362832,true
Mitchell,Clark,190.285794,true
Kelly,Mcintyre,168.734427,true
Susan,Ali,260.582126,true
Latoya,Gonzales,205.042422,true
Olivia,Mayo,251.539316,true
Thomas,Anderson,221.032021,true
Todd,Jennings,182.393851,true
Paul,Dixon,22.257608,false
Julie,Torres,130.678756,true
James,Miller,202.229649,true
John,Howard,80.738699,false
Anne,Savage,134.040550,true
Richard,Wilson,226.891713,true
Amber,Esparza,187.577782,true
Todd,Armstrong,99.189461,false
Aaron,Richardson,118.455682,true
Gregory,Pollard,234.138237,true
Jon,Butler,225.767831,true
Chelsea,Madden,116.622921,true
Misty,Ramos,234.083710,true
Ryan,Murphy,233.787281,true
Brittany,Sandoval,259.161516,true
Rose,Stanton,132.584372,true
Kristen,Banks,287.009239,true
Julia,Stokes,140.312566,true
Paul,Phillips,186.004365,true
Amber,Thompson,128.403865,true
Valerie,Norton,278.473292,true
Adam,Parker,228.178045,true
Jennifer,Gonzales,201.957722,true
Jacqueline,Hernandez,260.086074,true
Cory,Walker,276.895166,true
Jennifer,Miller,220.520215,true
Dawn,Bond,270.360491,true
Tara,Daniel,247.692655,true
Rebecca,DDS,136.490715,true
Victor,Serrano,260.121705,true
Elizabeth,Bell,55.220858,false
Julie,Coleman,122.629267,true
Jennifer,Brown,8.634622,false
Jessica,Moore,266.647236,true
John,Ramirez,160.940153,true
Becky,Hall,271.122177,true
Christine,Smith,295.803990,true
Christopher,Osborne,146.232923,true
Jacob,Hernandez,7.999587,false
Jennifer,Rogers,128.513397,true
Tammy,Young,19.649488,false
James,Lewis,56.048297,false
Charles,Stanley,74.114873,false
Christina,Garcia,85.953415,false
Heather,Davis,74.296989,false
Ashley,Fuentes,228.880804,true
Jorge,Brown,2.668016,false
Sierra,MD,205.525860,true
Todd,Miller,272.994702,true
Jeffrey,Sanchez,71.259536,false
Crystal,Luna,99.983051,false
Devin,Flores,60.751521,false
Bianca,Martin,123.535685,true
Danielle,Snyder,26.677381,false
Edward,Carney,265.069025,true
Joseph,Grimes,268.752926,true
April,Fowler,164.807737,true
Michelle,Mccoy,145.099608,true
Alicia,MD,21.306180,false
Micheal,Lloyd,215.173262,true
Richard,Ortiz,148.916745,true
Jasmine,Reyes,44.616533,false
Tony,Smith,114.402595,true
Mary,Melton,198.305836,true
William,Griffin,146.081387,true
Scott,Vargas,58.253612,false
Adam,Guerra,13.060347,false
Christina,Vang,215.297150,true
Nicole,Williams,189.190247,true
Erica,Powers,142.793378,true
Angela,Garcia,175.256184,true
Melissa,Brown,257.902685,true
John,Santiago,55.750515,false
Donald,Nelson,20.747102,false
Misty,Bell,263.006374,true
Vanessa,Barnes,81.072650,false
Brian,Austin,212.648937,true
Jeffrey,King,252.289688,true
Levi,Vaughn,142.122448,true
Melanie,Blake,244.249652,true
Marvin,Franklin,219.669762,true
Angela,Massey,110.592278,true
Lisa,Cole,202.203277,true
George,Stark,103.630484,true
Jeffrey,Salas,232.958653,true
Richard,Reeves,85.832499,false
Heather,Maldonado,292.410167,true
Shelly,Mcdaniel,267.566805,true
David,Ryan,80.921482,false
Tyler,Trevino,75.706115,false
Christina,Jackson,155.485582,true
Jodi,Peterson,20.749490,false
Melissa,Carney,42.023723,false
David,Cole,113.424137,true
Ricardo,Weber,215.476529,true
Jessica,Mckenzie,280.970775,true
James,Ramirez,36.281778,false
Jeffrey,Wise,77.173757,false
Brandy,Fisher,169.580052,true
Renee,Barrera,246.014781,true
Melanie,Wiggins,14.973877,false
Alexander,Mckee,171.603747,true
Sheryl,Hill,9.161920,false
Sandra,White,272.987842,true
Christopher,Thompson,22.069052,false
Daniel,Smith,130.752641,true
Theresa,Johnson,61.152554,false
Kristopher,Cunningham,127.429683,true
Nathan,Morgan,166.212757,true
David,Murray,110.602567,true
April,Taylor,2.033803,false
Daniel,Herrera,245.140914,true
John,Mcpherson,200.325300,true
Scott,Simmons,44.450873,false
Gary,Tran,86.683683,false
Erica,Vaughn,289.792288,true
Jennifer,Peterson,179.359943,true
April,Mccormick,219.609062,true
Justin,Davis,39.145095,false
Julia,Hall,163.153371,true
Anna,Cunningham,188.937629,true
Jacob,Stevens,233.225770,true
Jerry,Payne,169.623813,true
Mark,Collins,117.622282,true
Benjamin,Clark,93.102205,false
Lisa,Norton,17.323178,false
Christopher,Smith,81.451432,false
Mary,Myers,37.447401,false
Stephanie,Skinner,6.450115,false
Dave,Kelly,121.975730,true
Patricia,Gallagher,196.371178,true
Shaun,Holloway,39.440328,false
Marc,Love,262.272098,true
Michael,Mayer,41.429008,false
Mason,Rodriguez,162.791965,true
Jason,Payne,83.279463,false
Johnny,Hicks,74.944379,false
Lisa,Rodgers,32.106225,false
Sarah,Tyler,87.151575,false
Brian,Rodriguez,26.081652,false
Charlene,Jones,246.885328,true
Scott,Lawrence,227.613957,true
Carol,Patrick,140.451681,true
Jessica,DDS,60.119996,false
Linda,Sullivan,4.597578,false
Donna,Carrillo,237.825911,true
Scott,Baker,227.470505,true
Brian,Jensen,174.967122,true
James,Sosa,81.432163,false
Veronica,Zavala,51.459148,false
Jenny,Fields,186.169298,true
George,Monroe,230.845560,true
Michael,Smith,153.705618,true
Kevin,Oliver,190.397697,true
Nicholas,Mejia,13.522723,false
Phillip,Logan,169.723177,true
Jamie,Jackson,299.184658,true
Thomas,Alvarez,72.230906,false
Kaitlin,Lawson,116.943470,true
Carlos,Wagner,268.215820,true
Christopher,Anderson,45.614012,false
Roberto,Sparks,113.767599,true
Julie,Oneal,214.069255,true
Megan,Friedman,240.351835,true
Cheryl,Taylor,96.588497,false
Jeffrey,Hatfield,241.510367,true
James,Phillips,18.982054,false
Jessica,Moore,128.922419,true
Eric,Richards,79.960350,false
Rebecca,Mitchell,240.755710,true
Anna,Patrick,158.131970,true
Eric,Schmidt,197.343830,true
Mark,Campbell,156.894777,true
Taylor,Oconnell,190.586865,true
Debra,Peters,70.772826,false
Richard,Anderson,99.647627,false
William,Russell,201.206758,true
Ryan,Mcdaniel,245.972070,true
Jacqueline,Frazier,191.728660,true
Steven,Stuart,32.135455,false
Emily,Rodriguez,90.352676,false
Ryan,Perez,28.243140,false
Lauren,Hahn,287.315239,true
Megan,Lopez,127.443420,true
Matthew,Lucero,194.014614,true
Joseph,Perez,52.967157,false
Kimberly,Wright,153.637861,true
Donald,Braun,16.164661,false
Savannah,Reese,156.406256,true
Leslie,Wiggins,65.738449,false
Deanna,Gonzalez,26.466546,false
Derrick,PhD,22.810139,false
Meghan,Davis,116.303750,true
Faith,Edwards,163.635044,true
Stephanie,Morgan,160.761577,true
Laura,Vargas,17.127396,false
Caleb,Singh,55.992193,false
Cassandra,Andrade,189.373223,true
Robert,Hall,183.851085,true
Kenneth,Hill,6.341114,false
David,Brown,136.859147,true
Sarah,Lewis,237.122889,true
Stephen,Meyers,261.278599,true
Victor,Becker,71.864204,false
Brad,Huff,150.792929,true
Thomas,Sanchez,18.396755,false
Michael,Chapman,229.960256,true
Stephen,Lam,89.722411,false
Theresa,Wells,80.074818,false
Richard,Barrera,55.207162,false
Kelly,Boyle,237.051598,true
Alexander,Richardson,21.989152,false
James,Hicks,177.051530,true
Todd,PhD,93.748864,false
Jason,Meyer,114.076880,true
Matthew,Moore,150.470710,true
Lindsay,Rivera,108.130286,true
Michael,Peterson,253.494097,true
Jennifer,PhD,193.196260,true
Martin,Solomon,186.449260,true
Rebecca,Quinn,72.469737,false
Kerry,Branch,9.474333,false
Leslie,Ruiz,219.329264,true
Joseph,Howard,86.760068,false
Rebecca,Wright,233.512379,true
Jacqueline,Phillips,266.441881,true
Wesley,Erickson,134.599969,true
Janet,West,225.899383,true
James,Barnett,237.587897,true
Eric,Scott,252.831630,true
James,Jones,250.717349,true
Joshua,DVM,87.854071,false
Kathleen,Baker,260.120205,true
Michael,Clark,260.382139,true
Anne,Richards,214.576803,true
Renee,Williams,273.244834,true
Derek,Thomas,128.073252,true
Robert,White,15.360063,false
Teresa,Figueroa,157.053637,true
Ashley,Murphy,117.945772,true
Laura,Peterson,227.612387,true
Brian,Cardenas,96.533882,false
Dana,Conrad,12.358027,false
Kathleen,Deleon,123.771943,true
Ebony,Garcia,243.754614,true
Johnathan,Allen,8.375005,false
Laura,Faulkner,0.172930,false
Kirk,Pearson,9.303532,false
Joseph,Bonilla,44.207573,false
Christina,Moore,121.108513,true
Gary,Barber,109.576042,true
Laura,Diaz,1.192318,false
Jerry,Stuart,222.118471,true
Brianna,Griffith,200.530082,true
Kenneth,Lopez,56.491186,false
Wesley,Krause,115.921782,true
Derek,Sullivan,199.990164,true
Brian,Johnson,202.850954,true
Miss,Mcdonald,190.949747,true
Christine,Peterson,144.048278,true
Brianna,Ramirez,196.133342,true
Robert,Decker,71.984892,false
Michael,Bryant,82.405420,false
Jamie,Silva,161.792079,true
Steven,Jones,96.065367,false
Christopher,Bautista,25.752619,false
Elizabeth,Stein,255.651565,true
Brandi,Werner,297.963768,true
Derrick,Jones,167.934594,true
Michelle,Price,80.728084,false
Kara,Silva,32.088137,false
Lisa,Cox,33.651387,false
Jonathan,Armstrong,14.570357,false
Randy,Rodriguez,178.007715,true
Amber,Payne,124.477600,true
Patricia,Moore,55.822477,false
Barbara,Krueger,60.739614,false
Susan,Colon,191.555711,true
Ryan,Morgan,296.237903,true
Chad,Willis,8.733981,false
Brian,Curtis,154.555309,true
Stephanie,Jones,257.303445,true
Jeffrey,Garcia,242.175318,true
Erik,Walker,167.347374,true
Steven,Murray,179.813880,true
Samuel,Simmons,38.361172,false
Brian,Brown,100.039538,true
Barbara,Brown,223.027020,true
Monica,Oconnor,27.825781,false
Jacob,Yang,54.069846,false
Jennifer,Roberts,172.793275,true
Ashley,Schultz,171.187000,true
Elizabeth,Swanson,228.436299,true
Jonathan,MD,36.777289,false
Linda,Rodriguez,175.736522,true
Molly,Tate,192.765093,true
Patrick,Mosley,20.681797,false
Anita,Nelson,98.256302,false
Susan,Harris,62.123623,false
John,Conrad,216.361377,true
Peggy,Johnson,219.284792,true
Timothy,Allen,199.010994,true
Susan,Hansen,90.745808,false
Linda,Woods,226.942016,true
Susan,Herrera,175.420537,true
Linda,White,211.996359,true
Andrew,Matthews,287.610498,true
Lisa,MD,185.527689,true
Jennifer,Dixon,172.803886,true
Daniel,James,6.650911,false
Kyle,Chaney,129.408843,true
Erin,Kennedy,91.869794,false
Allison,Jones,50.929565,false
Jason,Lopez,182.351457,true
Cameron,Burton,73.505614,false
Joe,Cook,58.014929,false
Robert,Miller,268.110730,true
Olivia,Martin,82.347713,false
Manuel,Long,94.226950,false
Richard,Villanueva,75.504488,false
